Observation,Sol,NoParenSol,Target_Name,Silicon_Oxide(SiO2),RMSE_Silicon_Oxide,Silicon_Oxide_StDEV,Titanium_Oxide(TiO2),RMSE_Titanium_Oxide,Titanium_Oxide_StDEV,Aluminum_Oxide(AI2O3),RMSE_Aluminum_Oxide,Aluminum_Oxide_StDEV,Iron_Oxides_Total(FeOT),RMSE_Iron_Oxide_Total,Iron_Oxide_Total_StDEV,Magnesium_Oxide(MgO),RMSE_Magnesium_Oxide,Magnesium_Oxide_StDEV,Calcium_Oxide(CaO),RMSE_Calcium_Oxide,Calcium_Oxide_StDEV,Sodium_Oxide(Na2O),RMSE_Sodium_Oxide,Sodium_Oxide_StDEV,Potassium_Oxide(K2O),RMSE_Potassium_Oxide,Potassium_Oxide_StDEV,Sum_of_Oxides,Distance_Rover_m,Spectrum_Total
CL5_510327834CCS_F0530636CCAM01271P3.CSV,1271,1271,Uniab,38.4,5.7,0.4,0.9,0.47,0.01,11,3.5,0.4,25,4.7,0.7,5,1.9,0.1,9.2,2.8,0.6,2.04,0.63,0.09,0.65,0.72,0.08,92.15,2.9235,8.86E+14
CL5_510327898CCS_F0530636CCAM01271P3.CSV,1271,1271,Uniab,43.9,5.1,1.3,0.92,0.48,0.03,11.5,3.5,0.3,21.1,4.4,0.5,4.5,1.8,0.1,7.2,2.3,0.9,2.37,0.61,0.1,0.82,0.79,0.07,92.31,2.9235,6.40E+14
CL5_510328003CCS_F0530636CCAM01271P3.CSV,1271,1271,Uniab,53.8,5.1,1.2,1.08,0.51,0.05,16.9,3.7,0.2,19.1,4.1,0.4,5.1,1.9,0.2,2.6,1.1,0.2,3,0.62,0.11,1.18,0.94,0.11,102.73,2.92596,5.31E+14
CL5_510328199CCS_F0530636CCAM01271P3.CSV,1271,1271,Uniab,34.4,6.3,0.6,0.89,0.47,0.01,9.1,3.5,0.3,27.9,4.9,0.6,4.2,1.8,0.1,11,3,0.4,1.86,0.64,0.04,0.38,0.62,0.05,89.74,2.92596,8.16E+14
CL5_510328262CCS_F0530636CCAM01271P3.CSV,1271,1271,Uniab,36,6,0.8,0.83,0.46,0.02,10.5,3.5,0.5,25.8,4.7,1.3,4.4,1.8,0.2,10.4,3,0.6,2.07,0.63,0.09,0.46,0.64,0.04,90.46,2.92596,6.93E+14
CL5_510328326CCS_F0530636CCAM01271P3.CSV,1271,1271,Uniab,40.9,5.4,1.7,0.94,0.48,0.05,11.9,3.6,0.5,22.7,4.5,1.2,5.1,1.9,0.3,7.1,2.3,0.9,2.41,0.61,0.06,1.07,0.9,0.11,92.18,2.92596,6.13E+14
CL5_510328667CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,45.9,5,0.6,0.99,0.49,0.03,13,3.6,0.4,20.4,4.3,0.5,5.7,1.9,0.5,4.9,1.7,0.9,2.61,0.61,0.07,1.53,1.07,0.12,95.08,2.8586,5.91E+14
CL5_510328737CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,54.3,5.1,0.5,1.14,0.52,0.05,16.1,3.7,0.3,18.7,4,0.5,5,1.9,0.2,2.9,1.2,0.3,3.18,0.63,0.16,1.6,1.09,0.08,102.89,2.8586,5.94E+14
CL5_510328800CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,39.4,5.5,2.6,0.62,0.4,0.27,7.6,3.4,1,16.3,3.6,3.9,4,1.7,3.3,14.7,3.4,7.3,0.99,0.56,0.5,0.05,0.52,0.08,83.64,2.8586,2.61E+14
CL5_510329033CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,43.6,5.1,0.7,0.97,0.49,0.1,18.1,3.7,0.3,10.9,2.8,0.8,6,2,0.7,8,2.5,1.1,3.21,0.63,0.09,0.11,0.53,0.03,90.96,2.87277,3.51E+14
CL5_510329103CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,51.5,5,0.6,1.18,0.53,0.05,17,3.7,0.1,16.9,3.7,0.3,6.5,2,0.4,2.3,1.1,0.2,3.38,0.64,0.23,1.8,1.14,0.17,100.62,2.87277,5.55E+14
CL5_510329167CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,33.7,6.4,0.5,0.81,0.45,0.02,8.2,3.4,0.2,26.9,4.8,0.6,3.7,1.7,0,11.4,3.1,0.3,1.93,0.64,0.06,1.03,0.88,0.18,87.74,2.87277,9.26E+14
CL5_510329400CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,49.1,5,0.8,1.01,0.5,0.04,16.1,3.7,0.6,17.1,3.7,0.5,6,2,0.3,6,2,0.2,2.78,0.61,0.17,0.86,0.81,0.06,98.96,2.88071,4.52E+14
CL5_510329470CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,46.1,5,2.9,0.9,0.47,0.05,16.7,3.7,1,17.6,3.8,0.6,7.2,2.2,0.2,2.8,1.1,0.9,3,0.62,0.24,0.6,0.7,0.15,94.91,2.88071,4.15E+14
CL5_510329533CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,39.4,5.6,0.7,0.9,0.47,0.01,8.7,3.5,0.3,21.8,4.4,0.5,4.8,1.8,0.2,9.3,2.8,0.4,1.74,0.64,0.09,0.76,0.76,0.05,87.3,2.88071,5.64E+14
CL5_510329597CCS_F0530636CCAM02271P3.CSV,1271,1271,Tumas,50.5,5,1,1.01,0.5,0.04,15.7,3.6,0.7,19.2,4.1,0.7,6,2,0.1,3.7,1.4,0.2,2.86,0.62,0.17,1,0.87,0.08,100.09,2.8935,4.89E+14
CL5_510502595CCS_F0530636CCAM01273P3.CSV,1273,1273,Kleinberg,49.6,5,1.2,1.09,0.51,0.06,14.6,3.6,0.5,20.6,4.3,0.4,5,1.9,0.3,2,1,0.1,3.58,0.66,0.23,1.85,1.14,0.12,98.25,2.54933,6.29E+14
CL5_510502665CCS_F0530636CCAM01273P3.CSV,1273,1273,Kleinberg,48.8,4.9,0.3,1.05,0.5,0.06,13.1,3.6,0.2,20.7,4.3,0.2,5.8,2,0.2,3.1,1.2,0.3,3.3,0.64,0.12,1.78,1.13,0.05,97.69,2.54933,7.36E+14
CL5_510502729CCS_F0530636CCAM01273P3.CSV,1273,1273,Kleinberg,50.2,5,1.4,1.25,0.55,0.08,14.2,3.6,0.7,20.4,4.3,0.5,5.4,1.9,0.4,2,1,0.2,3.03,0.62,0.12,1.4,1.03,0.09,97.85,2.54933,6.94E+14
CL5_510502793CCS_F0530636CCAM01273P3.CSV,1273,1273,Kleinberg,38.2,5.7,0.5,0.84,0.46,0.02,9.8,3.5,0.2,22.4,4.5,0.6,4,1.7,0.2,10.5,3,0.7,2.83,0.62,0.08,0.81,0.79,0.08,89.4,2.54933,7.68E+14
CL5_510502857CCS_F0530636CCAM01273P3.CSV,1273,1273,Kleinberg,47.7,4.9,0.9,1.02,0.5,0.06,13.5,3.6,0.7,20.4,4.3,0.6,5.3,1.9,0.2,3.2,1.2,0.3,3.34,0.64,0.23,1.52,1.07,0.19,96.03,2.54497,4.93E+14
CL5_510503322CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,46.7,5,2.8,1.19,0.54,0.06,15.4,3.6,1.4,19.2,4.1,0.8,5.7,1.9,0.1,5.8,1.9,1.3,2.79,0.61,0.3,1.3,0.99,0.22,98.11,2.87515,6.70E+14
CL5_510503399CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,38,5.7,0.7,0.92,0.48,0.04,13.5,3.6,0.4,19.2,4.1,0.4,4.7,1.8,0.1,11.7,3.1,0.5,2.26,0.62,0.08,0.53,0.67,0.11,90.81,2.87515,8.21E+14
CL5_510503464CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,43.4,5.1,0.5,1.28,0.56,0.15,17.1,3.7,0.3,16,3.5,0.3,8.2,2.3,0.5,3.9,1.4,1.1,3.55,0.66,0.06,0.67,0.73,0.09,94.06,2.87515,5.40E+14
CL5_510503530CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,42.2,5.2,1,1.02,0.5,0.04,17.5,3.7,0.1,16.8,3.7,0.6,6.6,2.1,0.3,7.8,2.5,0.3,2.87,0.62,0.19,0.58,0.69,0.09,95.35,2.87515,4.90E+14
CL5_510503786CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,39.9,5.5,0.5,1.35,0.58,0.19,17.5,3.7,0.3,14.7,3.3,0.4,9.2,2.5,0.4,2.8,1.1,0.9,3.55,0.66,0.1,0.56,0.68,0.05,89.44,2.87515,4.25E+14
CL5_510503862CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,47,5,0.7,0.95,0.48,0.06,17.8,3.7,0.3,10.9,2.8,1,9,2.4,0.3,2.8,1.1,0.3,3.92,0.69,0.21,1.22,0.96,0.13,93.67,2.87515,3.90E+14
CL5_510503927CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,42.7,5.2,0.3,0.8,0.45,0.05,13.7,3.6,0.7,15.6,3.5,0.2,5.3,1.9,0.4,10.6,3,0.8,2.73,0.61,0.06,0.59,0.69,0.04,91.99,2.87515,4.85E+14
CL5_510503993CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,45,5,0.9,1.15,0.53,0.04,16.6,3.7,0.2,16.8,3.7,0.5,6.8,2.1,0.3,5.3,1.8,0.6,3.35,0.64,0.16,1.34,1.01,0.11,96.36,2.87515,6.80E+14
CL5_510504059CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,45.3,5,1,1.22,0.54,0.14,18.3,3.7,0.3,17.9,3.9,0.7,7.1,2.1,0.3,2.9,1.2,0.1,3.35,0.64,0.15,1.19,0.95,0.12,97.25,2.87515,5.64E+14
CL5_510504125CCS_F0530636CCAM02273P3.CSV,1273,1273,Tumas_2,41.6,5.3,0.4,0.78,0.44,0.02,15.3,3.6,0.5,18.4,4,0.3,5.4,1.9,0.2,9.7,2.9,0.2,1.89,0.64,0.03,0.2,0.56,0.03,93.35,2.87119,4.89E+14
CL5_510679583CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,47.3,5,1,1,0.49,0.04,16.5,3.7,0.5,16.6,3.6,1.1,6.4,2,0.2,2,1,0.2,2.73,0.61,0.28,1.55,1.08,0.27,94,2.51725,4.44E+14
CL5_510679653CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,41.1,5.3,0.7,0.66,0.41,0.01,13.1,3.6,0.7,16,3.5,0.7,5.5,1.9,0.2,7.1,2.3,0.3,6.48,1.08,0.59,0.48,0.65,0.06,90.48,2.51725,5.69E+14
CL5_510679718CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,47.9,4.9,0.5,0.92,0.48,0.03,17.2,3.7,0.2,17.9,3.9,0.4,7,2.1,0.2,2.1,1,0.2,3.03,0.62,0.21,1.87,1.15,0.08,97.96,2.51725,5.19E+14
CL5_510679963CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,46.5,5,0.9,0.96,0.49,0.04,17.2,3.7,0.3,18.9,4,0.6,6,2,0.2,2,1,0.2,2.97,0.62,0.36,1.76,1.13,0.18,96.2,2.51664,5.36E+14
CL5_510680033CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,50.3,5,0.6,0.89,0.47,0.02,16.6,3.7,0.2,17.4,3.8,0.4,6,2,0.1,1.7,1,0.1,3.25,0.64,0.27,2.42,1.18,0.16,98.54,2.51664,3.81E+14
CL5_510680097CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,52.6,5,0.8,0.86,0.46,0.02,13.1,3.6,0.9,19.9,4.2,0.7,4,1.7,0.3,2.8,1.1,0.2,4.88,0.86,0.61,1,0.87,0.14,99.1,2.51664,4.89E+14
CL5_510680342CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,52.6,5,0.4,0.89,0.47,0.09,15.5,3.6,1.2,19.7,4.2,0.8,3.8,1.7,0.2,2.7,1.1,0.5,3.89,0.68,0.42,1.48,1.05,0.2,100.59,2.51725,4.21E+14
CL5_510680412CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,54.1,5.1,0.5,1,0.49,0.03,14.4,3.6,0.6,19.8,4.2,0.9,4.1,1.8,0.1,3.1,1.2,0.7,3.02,0.62,0.12,1.3,0.99,0.14,100.9,2.51725,4.82E+14
CL5_510680476CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,43.6,5.1,1,0.79,0.45,0.03,12.4,3.6,0.6,17.3,3.8,0.6,3.4,1.7,0.1,12.6,3.2,0.9,1.96,0.63,0.16,0.85,0.8,0.12,92.9,2.51725,6.00E+14
CL5_510680540CCS_F0531056CCAM02275P3.CSV,1275,1275,Palmhorst,50.7,5,0.4,0.97,0.49,0.03,12,3.6,1,20.5,4.3,0.2,4.6,1.8,0.2,1.9,1,0.2,3.43,0.65,0.15,2.25,1.18,0.1,96.34,2.52091,5.53E+14
CL5_510681010CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,0,6.7,0.4,0.2,0.25,0,0.3,2.6,0.1,2.9,1.8,1.2,0.8,1.5,0.2,32.9,6.3,0.6,0.11,0.29,0.03,0,0.5,0,37.18,2.70502,4.32E+14
CL5_510681087CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,0,6.7,0.3,0.2,0.25,0,0.5,2.6,0.1,4.9,2,0.5,0.8,1.5,0.4,30.8,6,0.5,0.21,0.32,0.03,0,0.5,0,37.38,2.70502,4.70E+14
CL5_510681158CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,41.5,5.3,1,0.8,0.45,0.02,16.7,3.7,0.4,13.4,3.2,0.6,3.7,1.7,0.1,15.2,3.4,0.6,1.59,0.65,0.15,0.6,0.7,0.07,93.45,2.70502,5.77E+14
CL5_510681406CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,52.2,5,0.8,1.02,0.5,0.04,16.3,3.7,0.4,21.1,4.4,0.6,3.6,1.7,0.2,2.8,1.2,0.2,2.65,0.61,0.14,0.87,0.81,0.08,100.6,2.70572,5.31E+14
CL5_510681483CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,49.9,5,0.5,0.92,0.48,0.06,15.7,3.6,0.5,19.8,4.2,0.4,3,1.6,0.2,4.5,1.6,0.2,2.84,0.62,0.18,1.19,0.95,0.12,97.92,2.70572,4.93E+14
CL5_510681549CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,53.3,5.1,1,0.86,0.46,0.04,15.8,3.6,0.5,20.2,4.3,0.5,4,1.7,0.1,2.8,1.2,0.2,3.29,0.64,0.15,1.68,1.11,0.05,101.98,2.70572,3.99E+14
CL5_510681796CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,52.1,5,0.9,0.92,0.48,0.03,14.8,3.6,0.8,19.7,4.2,1,3.8,1.7,0.2,2.3,1.1,0.2,3.12,0.63,0.14,1.39,1.02,0.12,98.08,2.71489,5.39E+14
CL5_510681873CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,53.8,5.1,0.5,0.99,0.49,0.05,14.1,3.6,0.6,19.2,4.1,0.7,4.2,1.8,0.1,2.8,1.1,0.2,2.66,0.61,0.19,1.45,1.04,0.2,99.17,2.71489,3.98E+14
CL5_510681939CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,49.1,5,0.7,1.02,0.5,0.06,12,3.6,1,20.9,4.3,0.6,4.3,1.8,0.3,6.2,2,0.7,2.51,0.61,0.15,1.14,0.93,0.1,97.21,2.71489,5.59E+14
CL5_510682005CCS_F0531056CCAM03275P3.CSV,1275,1275,Palmwag,52.1,5,0.7,0.91,0.47,0.04,14.1,3.6,0.5,20.3,4.3,0.4,3.9,1.7,0.4,4.4,1.5,0.5,3.11,0.63,0.14,1.41,1.03,0.1,100.15,2.71843,4.67E+14
CL5_510682507CCS_F0531056CCAM04275P3.CSV,1275,1275,Mirabib_ccam_DRT_2,55.9,5.2,0.6,0.89,0.47,0.03,11.6,3.6,0.7,18.3,3.9,0.6,4.6,1.8,0.2,2.4,1.1,0.2,2.92,0.62,0.17,1.58,1.08,0.14,98.13,2.36919,4.01E+14
CL5_510682577CCS_F0531056CCAM04275P3.CSV,1275,1275,Mirabib_ccam_DRT_2,55.2,5.1,0.5,0.91,0.47,0.04,12,3.6,0.4,19,4.1,0.3,4.5,1.8,0.2,2.3,1.1,0.1,3.11,0.63,0.18,1.75,1.13,0.09,98.84,2.36919,4.34E+14
CL5_510682641CCS_F0531056CCAM04275P3.CSV,1275,1275,Mirabib_ccam_DRT_2,53,5.1,0.5,0.92,0.48,0.05,12.7,3.6,0.8,20.9,4.3,0.4,4.5,1.8,0.2,2.8,1.1,0.3,2.8,0.61,0.11,1.37,1.02,0.19,99.02,2.36919,5.69E+14
CL5_510682705CCS_F0531056CCAM04275P3.CSV,1275,1275,Mirabib_ccam_DRT_2,47.2,5,2.1,0.83,0.46,0.04,12,3.6,0.5,20.6,4.3,0.5,3.9,1.7,0.2,5.5,1.8,1,2.64,0.61,0.18,1.37,1.02,0.14,94.08,2.36919,4.86E+14
CL5_510682769CCS_F0531056CCAM04275P3.CSV,1275,1275,Mirabib_ccam_DRT_2,43.8,5.1,3.1,0.85,0.46,0.03,10.2,3.5,1.5,19.5,4.1,0.3,4.1,1.8,0.2,9.5,2.8,1.8,1.93,0.64,0.33,0.83,0.79,0.12,90.64,2.37081,6.21E+14
CL5_510763646CCS_F0531056CCAM01276P3.CSV,1276,1276,Duruchaus,0,6.7,2.4,0,0.2,0,0.5,2.6,0.5,0,1.6,0.2,0.8,1.5,0.3,38.7,7.2,2.2,0.21,0.32,0.05,0,0.5,0,40.09,3.37934,2.28E+14
CL5_510763715CCS_F0531056CCAM01276P3.CSV,1276,1276,Duruchaus,38.6,5.7,1,0.7,0.42,0.01,12.3,3.6,0.5,14,3.2,0.4,2.7,1.6,0.1,20.5,4,0.8,1.22,0.61,0.07,0.6,0.7,0.07,90.5,3.37934,5.50E+14
CL5_510763778CCS_F0531056CCAM01276P3.CSV,1276,1276,Duruchaus,0.4,6.7,1.8,0,0.2,0,0.6,2.6,0.3,1.7,1.7,1.4,1,1.5,0.3,37.8,7.1,1.4,0.3,0.34,0.04,0.01,0.51,0.01,41.75,3.37934,4.19E+14
CL5_510763842CCS_F0531056CCAM01276P3.CSV,1276,1276,Duruchaus,15.4,6.8,1.2,0,0.2,0.12,4.4,3,0.5,0.3,1.6,1.1,1.4,1.5,0.1,40.9,7.6,1.2,0.5,0.4,0.05,0.06,0.52,0.01,62.85,3.37934,3.00E+14
CL5_510763906CCS_F0531056CCAM01276P3.CSV,1276,1276,Duruchaus,24.3,7.1,2.2,0.57,0.38,0.09,7.4,3.4,0.6,8.5,2.4,1,2.7,1.6,0.3,29.1,5.7,1.8,0.83,0.51,0.08,0.17,0.55,0.03,73.56,3.37934,4.69E+14
CL5_510764399CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,48.5,4.9,1,0.98,0.49,0.05,16.1,3.7,0.3,19.1,4.1,0.5,5.9,2,0.1,1.8,1,0.1,2.92,0.62,0.13,2.17,1.18,0.19,97.47,3.16836,4.90E+14
CL5_510764477CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,47.9,4.9,1.6,1.1,0.52,0.05,15.9,3.6,0.2,20.4,4.3,0.6,4.8,1.8,0.2,1.8,1,0.2,3.29,0.64,0.1,2.48,1.18,0.17,97.69,3.16836,5.34E+14
CL5_510764543CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,51.4,5,0.4,0.91,0.47,0.06,16.3,3.7,0.1,19.6,4.2,0.3,6.8,2.1,0.3,1.7,1,0.2,3.7,0.67,0.16,2.33,1.18,0.06,102.65,3.16836,5.34E+14
CL5_510764779CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,49.6,5,0.6,0.98,0.49,0.04,16.3,3.7,0.2,17.9,3.9,0.6,7.8,2.2,0.4,1.6,0.9,0.2,2.8,0.61,0.11,2.06,1.17,0.14,99.03,3.17897,5.46E+14
CL5_510764856CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,50.7,5,0.7,1.07,0.51,0.06,16.3,3.7,0.2,18.4,4,0.3,5,1.9,0.2,2,1,0.4,3.05,0.62,0.17,2.25,1.18,0.12,98.73,3.17897,5.23E+14
CL5_510764922CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,49.5,5,0.6,0.97,0.49,0.06,16.5,3.7,0.2,18.6,4,0.4,4.5,1.8,0.2,1.8,1,0.3,3.2,0.63,0.14,2.43,1.18,0.1,97.55,3.17897,5.37E+14
CL5_510765158CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,49.1,5,1.2,1.03,0.5,0.12,16.6,3.7,0.2,18.2,3.9,1.1,4.4,1.8,0.3,1.8,1,0.4,3.24,0.64,0.28,2.03,1.17,0.27,96.4,3.18284,4.87E+14
CL5_510765235CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,52.5,5,0.8,1.02,0.5,0.07,16.5,3.7,0.2,17,3.7,0.6,4.9,1.8,0.2,2.3,1,0.1,3.78,0.67,0.14,2.19,1.18,0.14,100.09,3.18284,4.57E+14
CL5_510765301CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,48.4,4.9,0.8,0.97,0.49,0.03,16.5,3.7,0.3,18.9,4,0.5,4.5,1.8,0.2,1.8,1,0.2,3.18,0.63,0.14,2.34,1.18,0.11,96.56,3.18284,5.06E+14
CL5_510765367CCS_F0531056CCAM02276P3.CSV,1276,1276,Eiseb,49.8,5,0.8,0.99,0.49,0.04,16.4,3.7,0.2,18.7,4,0.5,4.7,1.8,0.2,2.2,1,0.2,3.32,0.64,0.13,2.14,1.18,0.13,98.2,3.18478,4.85E+14
CL5_510765830CCS_F0531056CCAM03276P3.CSV,1276,1276,Aranos,5.7,6.7,4.1,0.2,0.25,0.1,1.1,2.6,0.8,3.7,1.9,0.6,2.1,1.6,0.3,39.7,7.4,1.2,0.3,0.34,0.06,0.02,0.51,0.01,52.86,3.8083,3.89E+14
CL5_510765906CCS_F0531056CCAM03276P3.CSV,1276,1276,Aranos,55.2,5.1,0.7,0.94,0.48,0.03,16.6,3.7,0.3,19.9,4.2,0.8,3.4,1.7,0.2,2.9,1.2,0.1,3.46,0.65,0.2,1.98,1.16,0.06,104.47,3.8083,4.32E+14
CL5_510765972CCS_F0531056CCAM03276P3.CSV,1276,1276,Aranos,55.2,5.1,0.6,1.04,0.5,0.04,17.4,3.7,0.2,19.2,4.1,0.7,3.4,1.7,0.2,2.8,1.1,0.1,3.4,0.65,0.15,1.72,1.12,0.09,104.13,3.8083,4.30E+14
CL5_510766037CCS_F0531056CCAM03276P3.CSV,1276,1276,Aranos,55.4,5.1,0.4,1,0.49,0.04,16.8,3.7,0.2,19.7,4.2,0.4,3.5,1.7,0.2,3.2,1.2,0.3,3.51,0.65,0.09,1.85,1.14,0.21,104.98,3.8083,4.01E+14
CL5_510766102CCS_F0531056CCAM03276P3.CSV,1276,1276,Aranos,54.2,5.1,1.1,1.02,0.5,0.07,17.2,3.7,0.2,19.7,4.2,1.1,3.3,1.7,0.2,3.2,1.2,0.2,3.42,0.65,0.16,2,1.17,0.11,104.08,3.80002,3.78E+14
CL5_510855810CCS_F0531182CCAM01277P3.CSV,1277,1277,Vogelfederberg,50.6,5,1,0.88,0.47,0.04,11.6,3.6,0.6,19.8,4.2,0.5,5.5,1.9,0.3,3.5,1.3,0.8,2.86,0.62,0.16,1.32,1,0.18,96.06,2.28571,5.23E+14
CL5_510855879CCS_F0531182CCAM01277P3.CSV,1277,1277,Vogelfederberg,52.1,5,1.3,0.86,0.46,0.03,12.6,3.6,0.5,19.6,4.2,0.8,4.8,1.8,0.2,2.8,1.2,0.5,3.13,0.63,0.15,1.74,1.12,0.18,97.71,2.28571,4.59E+14
CL5_510855942CCS_F0531182CCAM01277P3.CSV,1277,1277,Vogelfederberg,50.5,5,1.2,0.86,0.46,0.04,11.7,3.6,0.3,18.8,4,0.6,4.9,1.8,0.2,4.3,1.5,1,3.17,0.63,0.14,1.78,1.13,0.17,95.91,2.28571,4.90E+14
CL5_510856006CCS_F0531182CCAM01277P3.CSV,1277,1277,Vogelfederberg,51.4,5,0.7,0.85,0.46,0.03,11.2,3.5,0.5,20,4.2,0.4,4.7,1.8,0.1,2.8,1.1,0.3,3.15,0.63,0.14,1.76,1.13,0.14,95.79,2.28571,5.38E+14
CL5_510856070CCS_F0531182CCAM01277P3.CSV,1277,1277,Vogelfederberg,47.1,5,0.8,0.88,0.47,0.03,10.2,3.5,0.7,19.2,4.1,0.3,4.9,1.8,0.2,7.6,2.4,0.4,2.23,0.62,0.09,1.03,0.88,0.16,93.05,2.28924,6.60E+14
CL5_510856514CCS_F0531182CCAM02277P3.CSV,1277,1277,Verbrandeberg,45.8,5,0.7,1,0.49,0.19,10.8,3.5,0.7,16.6,3.6,0.2,6.7,2.1,0.4,7.4,2.4,0.1,3.28,0.64,0.25,0.43,0.63,0.04,91.95,2.32828,5.04E+14
CL5_510856681CCS_F0531182CCAM02277P3.CSV,1277,1277,Verbrandeberg,38.7,5.6,1.3,0.75,0.44,0.04,8.8,3.5,0.8,18.4,4,0.6,8.5,2.3,0.7,9,2.7,1.2,2.35,0.61,0.41,0.49,0.66,0.11,86.96,2.32619,6.33E+14
CL5_510857253CCS_F0531182CCAM03277P3.CSV,1277,1277,Maieberg,40.2,5.4,1.4,0.75,0.44,0.08,7.3,3.3,0.6,18.7,4,0.7,8.8,2.4,1,7.4,2.4,0.6,1.38,0.64,0.17,0.16,0.55,0.04,84.67,2.31117,3.80E+14
CL5_510857514CCS_F0531182CCAM03277P3.CSV,1277,1277,Maieberg,46.9,5,0.6,0.81,0.45,0.06,12.5,3.6,0.9,17.6,3.8,0.5,9.1,2.4,0.3,4.5,1.5,0.3,2.3,0.61,0.06,0.39,0.62,0.04,94.06,2.29532,4.14E+14
CL5_510857986CCS_F0531182CCAM04277P3.CSV,1277,1277,Mikberg,43.5,5.1,1,0.66,0.41,0.02,8.9,3.5,0.5,15.7,3.5,0.4,8.5,2.3,0.9,9.1,2.8,0.9,2.28,0.62,0.2,0.65,0.72,0.09,89.29,2.26377,3.40E+14
CL5_510858055CCS_F0531182CCAM04277P3.CSV,1277,1277,Mikberg,46.5,5,0.9,0.86,0.46,0.03,11.7,3.6,1.4,17.3,3.8,0.8,8.7,2.4,1.6,6.6,2.2,0.7,2.82,0.61,0.36,0.53,0.67,0.05,95.03,2.26377,5.60E+14
CL5_510858119CCS_F0531182CCAM04277P3.CSV,1277,1277,Mikberg,48.3,4.9,0.6,0.81,0.45,0.01,10.6,3.5,0.5,17.5,3.8,0.2,7.5,2.2,0.7,7,2.3,0.6,3.26,0.64,0.2,0.65,0.72,0.24,95.55,2.26377,5.28E+14
CL5_510858354CCS_F0531182CCAM04277P3.CSV,1277,1277,Mikberg,46.3,5,0.3,0.72,0.43,0.01,8.6,3.5,0.2,17.8,3.9,0.4,9.1,2.4,0.3,6.8,2.2,0.2,2.41,0.61,0.17,0.55,0.68,0.04,92.31,2.26229,4.64E+14
CL5_510858721CCS_F0531182CCAM04277P3.CSV,1277,1277,Mikberg,36.8,5.9,0.7,0.67,0.41,0.04,6.3,3.2,0.4,17.4,3.8,0.3,10.8,2.7,1.8,12.1,3.2,1,1.51,0.65,0.07,0.41,0.63,0.03,85.94,2.25295,6.86E+14
CL5_510858924CCS_F0531182CCAM04277P3.CSV,1277,1277,Mikberg,45.3,5,0.8,0.71,0.42,0.03,10.4,3.5,0.4,18.9,4.1,0.2,11.5,2.8,0.7,5.4,1.8,0.7,3.09,0.63,0.13,0.26,0.58,0.1,95.63,2.25884,5.11E+14
