Observation,Sol,NoParenSol,Target_Name,Silicon_Oxide(SiO2),RMSE_Silicon_Oxide,Silicon_Oxide_StDEV,Titanium_Oxide(TiO2),RMSE_Titanium_Oxide,Titanium_Oxide_StDEV,Aluminum_Oxide(AI2O3),RMSE_Aluminum_Oxide,Aluminum_Oxide_StDEV,Iron_Oxides_Total(FeOT),RMSE_Iron_Oxide_Total,Iron_Oxide_Total_StDEV,Magnesium_Oxide(MgO),RMSE_Magnesium_Oxide,Magnesium_Oxide_StDEV,Calcium_Oxide(CaO),RMSE_Calcium_Oxide,Calcium_Oxide_StDEV,Sodium_Oxide(Na2O),RMSE_Sodium_Oxide,Sodium_Oxide_StDEV,Potassium_Oxide(K2O),RMSE_Potassium_Oxide,Potassium_Oxide_StDEV,Sum_of_Oxides,Distance_Rover_m,Spectrum_Total
CL5_425185188CCS_F0060658CCAM01312P3.CSV,312,312,Wishart,45.9,5,6.2,1.11,0.52,0.52,12.5,3.6,0.7,22.5,4.5,1.8,6.5,2.1,0.3,5.5,1.8,0.8,2.74,0.61,0.25,0.89,0.82,0.11,97.68,6.40434,1.38E+14
CL5_425185252CCS_F0060658CCAM01312P3.CSV,312,312,Wishart,47,5,1.5,0.83,0.46,0.06,12.4,3.6,0.6,21.1,4.4,0.9,7.2,2.1,0.3,6.4,2.1,0.5,2.62,0.61,0.16,0.78,0.77,0.11,98.31,6.40434,1.84E+14
CL5_425185316CCS_F0060658CCAM01312P3.CSV,312,312,Wishart,45.4,5,1.1,1.1,0.52,0.1,11.4,3.5,0.3,24.2,4.6,1,8.2,2.3,0.3,3.8,1.4,0.3,2.79,0.61,0.09,0.93,0.84,0.07,97.79,6.40434,3.70E+14
CL5_425185817CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,40.5,5.4,5.8,0.9,0.47,0.15,10.1,3.5,1.2,19.9,4.2,1.6,7.8,2.2,0.6,6.6,2.2,0.4,2.14,0.62,0.35,0.28,0.58,0.12,88.26,4.55362,1.59E+14
CL5_425185888CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,40.2,5.4,4.6,0.87,0.47,0.15,9.7,3.5,1.1,19.7,4.2,1.8,8,2.3,0.8,7,2.2,0.4,2.09,0.63,0.31,0.28,0.58,0.1,87.75,4.55362,2.10E+14
CL5_425185951CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,40.2,5.4,4.7,0.82,0.45,0.16,9.9,3.5,1.3,19.5,4.1,1.2,7.8,2.2,0.9,7,2.2,0.5,2.01,0.63,0.31,0.26,0.58,0.1,87.43,4.55362,1.70E+14
CL5_425186077CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,41.1,5.3,4.5,0.97,0.49,0.14,9.7,3.5,1.1,19.4,4.1,1.3,7.9,2.3,0.7,7,2.3,0.3,1.95,0.63,0.35,0.26,0.58,0.13,88.34,4.55362,2.19E+14
CL5_425186141CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,40.2,5.4,5.1,0.96,0.49,0.11,10.5,3.5,1.3,20.2,4.3,1.6,7.8,2.2,0.6,7.1,2.3,0.6,2.22,0.62,0.41,0.33,0.6,0.15,89.39,4.57742,1.71E+14
CL5_425186307CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,41.2,5.3,1.4,1.09,0.51,0.06,5.8,3.2,0.5,18.4,4,0.5,4.3,1.8,0.2,15.2,3.4,0.8,2.24,0.62,0.15,0.31,0.59,0.06,88.51,4.57742,1.18E+14
CL5_425186434CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,41,5.3,3.6,0.86,0.46,0.13,9.8,3.5,1.1,19.6,4.2,0.9,7.9,2.2,0.7,7.1,2.3,0.4,2.13,0.62,0.21,0.3,0.59,0.09,88.62,4.57742,2.40E+14
CL5_425186498CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,41.1,5.3,4.8,0.93,0.48,0.18,9.9,3.5,1,19.9,4.2,1.1,7.8,2.2,0.7,7,2.3,0.3,2.06,0.63,0.27,0.29,0.59,0.1,89.04,4.57742,2.65E+14
CL5_425186562CCS_F0060658CCAM02312P3.CSV,312,312,Mount_Eduni,40.7,5.4,4.8,0.97,0.49,0.22,10.4,3.5,1,20.4,4.3,1.6,7.5,2.2,0.6,6.7,2.2,0.4,2.22,0.62,0.32,0.34,0.6,0.11,89.21,4.59343,1.54E+14
CL5_425452837CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,41.8,5.3,0.6,1.37,0.58,0.18,12.9,3.6,0.5,30.2,5.1,2.5,6.1,2,0.8,6,2,0.7,2.72,0.61,0.07,1.46,1.05,0.21,102.6,4.68142,3.07E+14
CL5_425452913CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,42.8,5.2,1.2,0.82,0.45,0.06,12.4,3.6,1.9,23.7,4.6,0.8,10.6,2.7,1.8,4.2,1.5,0.3,3.56,0.66,0.2,1.15,0.93,0.14,99.23,4.68142,2.97E+14
CL5_425452979CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,42,5.2,1.7,0.94,0.48,0.1,16.9,3.7,1.6,25.5,4.7,2,4.9,1.8,0.4,7.8,2.5,0.7,3.39,0.64,0.13,1.81,1.14,0.16,103.19,4.68142,2.58E+14
CL5_425453100CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,41.7,5.3,0.8,2.18,0.81,0.19,14.5,3.6,0.9,30.7,5.1,1.2,4.6,1.8,0.2,4,1.4,0.6,3.73,0.67,0.27,1.55,1.08,0.19,102.87,4.68142,4.82E+14
CL5_425453166CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,43.4,5.1,2.2,1.99,0.75,0.49,16.4,3.7,1.4,25.2,4.7,2.4,6.4,2,0.4,1.6,0.9,0.1,4.06,0.7,0.32,1.47,1.05,0.3,100.46,4.68142,2.97E+14
CL5_425453232CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,41.7,5.3,0.7,1.73,0.68,0.09,12.3,3.6,1.4,31.4,5.2,1,5.5,1.9,0.5,3.6,1.3,0.4,3.3,0.64,0.37,1.56,1.08,0.12,101.14,4.68142,5.40E+14
CL5_425453353CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,43.5,5.1,0.9,1.11,0.52,0.08,18.3,3.7,0.8,20.6,4.3,1.8,4.8,1.8,0.4,8.2,2.6,1.4,4.21,0.73,0.78,1.81,1.14,0.36,102.62,4.68142,2.41E+14
CL5_425453419CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,40.9,5.4,0.9,1.76,0.69,0.13,12.4,3.6,0.5,30.9,5.1,0.9,4.5,1.8,0.1,6.4,2.1,0.8,3.04,0.62,0.17,1.42,1.03,0.08,101.39,4.68142,4.49E+14
CL5_425453485CCS_F0060704CCAM01315P3.CSV,315,315,Chioak,41.2,5.3,0.9,1.88,0.72,0.18,13.5,3.6,1.4,28.3,4.9,1,5.8,1.9,0.6,3,1.2,0.4,3.74,0.67,0.23,1.57,1.08,0.17,98.97,4.67725,5.43E+14
CL5_425454079CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,45.6,5,0.5,1.14,0.52,0.05,8.8,3.5,0.4,21.4,4.4,0.3,10,2.6,0.6,3.7,1.3,0.4,2.7,0.61,0.11,0.79,0.78,0.07,94.23,3.35334,7.20E+14
CL5_425454149CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,42.6,5.2,0.9,1,0.49,0.1,8.5,3.4,0.7,21.2,4.4,0.6,8.1,2.3,0.5,7.9,2.5,1.2,2.1,0.62,0.17,0.36,0.61,0.07,91.78,3.35334,5.13E+14
CL5_425454212CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,40.1,5.4,0.4,1.4,0.59,0.04,5.9,3.2,0.2,20.1,4.2,0.4,17.5,3.6,0.4,1.7,1,0.1,1.3,0.63,0.04,0.13,0.54,0.01,88.17,3.35334,4.77E+14
CL5_425454336CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,40.1,5.5,1.7,0.94,0.48,0.06,6.9,3.3,0.8,20.5,4.3,0.6,7.5,2.2,0.4,9.9,2.9,0.8,1.58,0.65,0.16,0.21,0.56,0.08,87.73,3.35334,6.13E+14
CL5_425454502CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,44.8,5,2.2,1.49,0.61,0.16,10.3,3.5,1.8,18.9,4,1.1,5.9,2,0.4,8.9,2.7,0.8,2.68,0.61,0.53,0.81,0.79,0.28,93.7,3.35334,3.34E+14
CL5_425454566CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,39.6,5.5,0.5,1.34,0.57,0.11,9.2,3.5,0.4,24.1,4.6,0.9,6,2,0.4,6,2,0.6,2.75,0.61,0.15,0.78,0.77,0.09,89.79,3.35334,6.37E+14
CL5_425454692CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,49.7,5,0.7,0.72,0.43,0.02,9.6,3.5,0.6,18.4,4,1,7.4,2.2,0.4,12,3.2,0.9,2.53,0.61,0.19,0.88,0.82,0.15,101.32,3.36304,3.79E+14
CL5_425454858CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,40.7,5.4,0.4,1.6,0.64,0.14,8.3,3.4,0.1,25.1,4.7,1.1,9.5,2.5,0.5,3.3,1.3,0.2,1.96,0.63,0.08,0.28,0.58,0.03,90.82,3.36304,4.39E+14
CL5_425454922CCS_F0060704CCAM02315P3.CSV,315,315,Gogebic,45,5,0.5,1.03,0.5,0.05,10.7,3.5,0.5,21,4.4,0.2,7.6,2.2,0.4,6.3,2.1,0.4,3.03,0.62,0.14,0.96,0.85,0.11,95.54,3.30982,8.35E+14
CL5_425455486CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,50.4,5,1.1,1.15,0.53,0.07,13.1,3.6,0.8,20,4.2,0.7,4.4,1.8,0.7,4.7,1.6,0.3,3.63,0.66,0.26,1.05,0.89,0.19,98.41,2.48121,3.51E+14
CL5_425455555CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,46.7,5,0.4,1.05,0.5,0.04,10.4,3.5,0.4,21.2,4.4,0.2,8.1,2.3,0.7,4.9,1.7,0.3,2.67,0.61,0.11,0.54,0.67,0.03,95.52,2.48121,3.67E+14
CL5_425455620CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,49.7,5,0.4,0.85,0.46,0.02,9.7,3.5,0.6,18.8,4,0.2,7.3,2.2,0.3,7.4,2.4,0.3,2.57,0.61,0.08,0.55,0.68,0.03,96.81,2.48121,3.15E+14
CL5_425455742CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,47.5,4.9,0.8,1.79,0.7,0.17,11.9,3.6,0.9,18.4,4,1,3.7,1.7,0.2,4,1.4,0.9,3.42,0.65,0.14,1.08,0.9,0.07,91.86,2.47825,5.41E+14
CL5_425455908CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,39.4,5.5,1.9,1.02,0.5,0.12,5,3,0.6,21,4.4,0.7,8,2.3,1.4,9.7,2.8,0.4,1.2,0.61,0.09,0.11,0.53,0.03,85.38,2.47825,4.62E+14
CL5_425455972CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,47.7,4.9,0.6,1.14,0.52,0.07,8.6,3.5,0.6,22,4.5,0.3,10,2.6,1.1,2.3,1,0.2,2.84,0.62,0.21,0.77,0.77,0.08,95.37,2.47825,4.78E+14
CL5_425456096CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,47,5,1.2,1.2,0.54,0.05,10.5,3.5,1.2,20.5,4.3,0.3,8.6,2.4,0.2,1.9,1,0.3,3.39,0.64,0.08,0.86,0.81,0.08,93.95,2.49311,4.57E+14
CL5_425456266CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,57.1,5.2,0.5,0.77,0.44,0.01,22.2,3.8,0.2,2.1,1.7,0.5,0.9,1.5,0.2,7.3,2.3,0.1,6.41,1.07,0.2,0.74,0.76,0.08,97.54,2.49311,1.38E+14
CL5_425456330CCS_F0060704CCAM03315P3.CSV,315,315,Saglek,47.3,5,1,0.73,0.43,0.03,8.9,3.5,0.3,17.7,3.8,1.2,7.4,2.2,0.4,9.9,2.9,1.7,1.87,0.64,0.13,0.44,0.64,0.05,94.16,2.4943,2.56E+14
CL5_425550663CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,48.3,4.9,0.7,1.1,0.52,0.09,15.1,3.6,0.8,20,4.2,0.6,5.3,1.9,0.3,7.5,2.4,0.9,4.05,0.7,0.3,1.75,1.13,0.15,103.06,4.73626,3.35E+14
CL5_425550733CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,41.7,5.3,0.6,1.36,0.58,0.09,8.1,3.4,0.4,25.3,4.7,1,10.4,2.7,0.4,2.9,1.2,0.2,2.45,0.61,0.19,0.74,0.76,0.12,92.94,4.73626,4.31E+14
CL5_425550796CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,44.6,5,1.1,1.5,0.62,0.08,11.6,3.6,0.8,25.3,4.7,1.3,7.1,2.1,1,2.8,1.1,0.3,3.91,0.69,0.25,1.43,1.04,0.14,98.2,4.73626,3.99E+14
CL5_425550860CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,43.6,5.1,0.8,1.62,0.65,0.08,9.8,3.5,0.6,26,4.8,1.2,9.1,2.4,1.1,4,1.4,0.3,3.02,0.62,0.24,1.03,0.88,0.15,98.15,4.73626,4.10E+14
CL5_425551071CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,42.3,5.2,0.5,2.36,0.88,0.16,8.6,3.5,0.2,32,5.2,0.9,5.9,2,0.3,2.3,1.1,0.3,2.94,0.62,0.11,0.72,0.75,0.08,97.19,4.74481,6.15E+14
CL5_425551136CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,43.3,5.1,0.9,1.26,0.55,0.07,10.9,3.5,0.6,25.8,4.7,1.1,8.8,2.4,0.3,3.5,1.3,0.4,3.5,0.65,0.26,1.11,0.91,0.16,98.29,4.74481,2.80E+14
CL5_425551200CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,45.8,5,0.9,1.21,0.54,0.07,16.1,3.7,1.2,24.5,4.6,1.1,5.1,1.9,0.5,4,1.4,0.6,4.56,0.79,0.19,1.41,1.03,0.1,102.65,4.74481,2.45E+14
CL5_425551411CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,42,5.2,1.1,1.34,0.57,0.18,12.1,3.6,1.5,27.4,4.9,1.6,5.5,1.9,0.6,5.3,1.8,0.6,3.6,0.66,0.21,1.01,0.87,0.09,98.37,4.74267,3.49E+14
CL5_425551476CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,41.7,5.3,1.2,1.41,0.59,0.15,11.4,3.5,0.7,27.9,4.9,1.6,5.4,1.9,0.8,5.4,1.8,0.7,3.62,0.66,0.16,1.25,0.97,0.09,98.06,4.74267,4.18E+14
CL5_425551540CCS_F0060704CCAM01316P3.CSV,316,316,Rusty_Shale,44.6,5,0.7,1.43,0.6,0.08,17,3.7,1.6,23.8,4.6,1.2,5.5,1.9,0.3,5.9,1.9,0.3,4.51,0.78,0.21,1.28,0.98,0.15,103.95,4.74053,3.54E+14
CL5_425561499CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,61,5.3,0.4,0.72,0.43,0.02,16.8,3.7,1.3,2.7,1.8,1.1,3.6,1.7,1.1,3.8,1.4,0.3,5.35,0.95,0.38,2.3,1.18,0.43,96.19,2.73269,3.04E+14
CL5_425561569CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,45.2,5,2.2,0.97,0.49,0.09,7.8,3.4,0.9,20.1,4.2,0.8,10.7,2.7,0.7,3.9,1.4,0.3,2.22,0.62,0.23,0.54,0.67,0.14,91.43,2.73269,3.36E+14
CL5_425561633CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,34.2,6.3,3.2,0.69,0.42,0.03,5.1,3.1,0.8,14.4,3.3,0.5,6.5,2.1,0.6,19.8,4,1.9,1.06,0.58,0.18,0.26,0.58,0.11,82.1,2.73269,5.11E+14
CL5_425561755CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,49.1,5,0.5,0.88,0.47,0.03,10.1,3.5,0.6,18.4,4,0.7,7.7,2.2,0.7,8.1,2.5,0.7,2.32,0.61,0.16,0.66,0.72,0.1,97.32,2.73269,4.49E+14
CL5_425561819CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,7.1,6.7,2.8,0.57,0.38,0.02,0.9,2.6,0.6,10.1,2.7,0.4,3.7,1.7,0.4,27.7,5.4,1.4,0.29,0.34,0.06,0.03,0.51,0.01,50.38,2.73269,4.23E+14
CL5_425561883CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,38.4,5.7,3.1,0.72,0.43,0.03,7.2,3.3,1.2,16.3,3.6,1.8,6.4,2,1.7,16.6,3.6,4.4,1.47,0.64,0.34,0.4,0.62,0.09,87.41,2.73269,6.51E+14
CL5_425562003CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,45.8,5,1.4,0.94,0.48,0.09,7.7,3.4,0.5,20.6,4.3,0.5,10.1,2.6,1.3,6.2,2,0.9,1.88,0.64,0.16,0.43,0.63,0.09,93.51,2.73269,2.05E+14
CL5_425562067CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,0.3,6.7,0.4,0,0.2,0.09,0.4,2.6,0.1,6.5,2.2,0.6,1.6,1.5,1.2,37.3,7,3.5,0.01,0.27,0.02,0,0.5,0,46.09,2.73269,2.13E+14
CL5_425562131CCS_F0060704CCAM03316P3.CSV,316,316,Reddick_Bight,39.6,5.5,1.9,0.87,0.47,0.07,4.7,3,0.6,22.6,4.5,2.6,16.4,3.4,3.1,2.9,1.2,0.5,1.64,0.65,0.12,0.18,0.55,0.08,88.88,2.74783,3.98E+14
CL5_425562619CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,52,5,1.8,0.35,0.3,0.11,12.5,3.6,1.1,13.2,3.1,0.9,7.3,2.2,0.9,13,3.2,1,2.54,0.61,0.45,1.83,1.14,0.37,102.78,6.19367,8.57E+13
CL5_425562696CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,46.6,5,1,1.05,0.5,0.06,21.1,3.7,0.6,20.6,4.3,2,3.8,1.7,0.5,3.3,1.2,0.3,5.21,0.93,0.17,2.66,1.17,0.14,104.29,6.19367,2.36E+14
CL5_425562761CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,41.5,5.3,0.9,1.74,0.68,0.1,12.4,3.6,1.1,28.5,4.9,1.2,8.1,2.3,0.4,3.2,1.2,0.4,3.45,0.65,0.14,1.93,1.16,0.13,100.74,6.19367,4.77E+14
CL5_425562882CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,42.4,5.2,1.6,1.5,0.62,0.3,17.1,3.7,1.4,28,4.9,3,6,2,0.9,2.7,1.1,0.5,3.4,0.65,0.17,2.57,1.18,0.14,103.68,6.19367,4.93E+14
CL5_425562948CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,40.6,5.4,1.3,0.98,0.49,0.07,11.5,3.5,0.4,23.5,4.6,1,7.8,2.2,0.2,8.4,2.6,0.6,2.33,0.61,0.14,1.08,0.9,0.25,96.17,6.19367,2.43E+14
CL5_425563014CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,44.9,5,0.9,0.71,0.42,0.03,16,3.7,1.5,19.2,4.1,0.7,7.1,2.1,0.3,8.2,2.6,1.1,4.28,0.74,0.55,1.69,1.11,0.16,102.11,6.19367,2.37E+14
CL5_425563136CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,42,5.2,1.3,1.68,0.67,0.13,17.6,3.7,1.2,25.7,4.7,1.6,6.3,2,0.4,4.1,1.5,0.3,4,0.7,0.24,1.85,1.14,0.17,103.36,6.19367,4.48E+14
CL5_425563202CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,41.6,5.3,0.9,1.5,0.62,0.19,16.9,3.7,1.7,26.4,4.8,1.8,5.9,2,0.2,5.1,1.7,0.5,3.59,0.66,0.18,2.01,1.17,0.15,102.97,6.19367,4.39E+14
CL5_425563268CCS_F0060704CCAM04316P3.CSV,316,316,Mary_River,44.4,5,1.2,0.96,0.49,0.13,14.3,3.6,1.1,23.5,4.6,1.4,7.7,2.2,0.4,4.6,1.6,1,3.81,0.68,0.36,1.68,1.11,0.19,100.95,6.21558,1.62E+14
CL5_425563796CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,45,5,1.3,0.88,0.47,0.12,9.1,3.5,1.5,18.7,4,0.7,9.1,2.5,0.6,8.2,2.6,0.6,1.39,0.64,0.3,0.22,0.56,0.07,92.56,3.45751,4.31E+14
CL5_425563895CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,40.9,5.4,3.4,0.8,0.45,0.11,8,3.4,1,18.9,4,1.1,8.9,2.4,0.5,6.8,2.2,0.5,1.53,0.65,0.22,0.15,0.54,0.05,85.92,3.45751,3.72E+14
CL5_425563984CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,38.7,5.6,2.5,0.77,0.44,0.17,7.5,3.4,0.7,18.9,4,0.8,8.9,2.4,0.7,6.8,2.2,0.4,1.54,0.65,0.2,0.16,0.55,0.05,83.35,3.45751,3.21E+14
CL5_425564146CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,41.5,5.3,3.8,0.78,0.44,0.15,7.8,3.4,0.8,18.1,3.9,1.4,8.6,2.4,0.6,7,2.3,0.5,1.59,0.65,0.24,0.17,0.55,0.07,85.47,3.47704,2.76E+14
CL5_425564372CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,40.8,5.4,2.3,0.85,0.46,0.12,7.8,3.4,1,19.6,4.2,1.4,8.2,2.3,0.9,6.8,2.2,0.4,1.58,0.65,0.19,0.18,0.55,0.04,85.94,3.47704,4.75E+14
CL5_425564461CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,41.7,5.3,2.3,0.83,0.46,0.09,8.1,3.4,0.8,19.7,4.2,0.8,9.5,2.5,1.2,6.6,2.1,0.5,1.76,0.64,0.26,0.19,0.55,0.07,88.27,3.47704,2.47E+14
CL5_425564624CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,43.2,5.1,3.5,0.85,0.46,0.14,9.5,3.5,1.5,19.5,4.1,1.3,8.5,2.4,0.7,7.2,2.3,0.5,1.83,0.64,0.33,0.28,0.58,0.13,90.94,3.52743,2.68E+14
CL5_425564850CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,40.7,5.4,3.6,0.79,0.45,0.1,7.8,3.4,1,18.7,4,1,8.8,2.4,0.4,6.6,2.2,0.3,1.56,0.65,0.23,0.17,0.55,0.07,85.21,3.52743,4.11E+14
CL5_425564939CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,38.9,5.6,2.3,0.81,0.45,0.1,7.2,3.3,0.7,19.2,4.1,0.8,8.9,2.4,0.7,6.5,2.1,0.6,1.5,0.64,0.21,0.16,0.55,0.05,83.21,3.52743,3.26E+14
CL5_425565028CCS_F0060704CCAM05316P3.CSV,316,316,Young_Point,45.3,5,3.2,0.99,0.49,0.14,8.9,3.5,1.1,19.5,4.1,0.9,8.6,2.4,0.8,7.3,2.3,0.7,2.19,0.62,0.47,0.39,0.62,0.16,93.05,3.52743,1.53E+14
CL5_425610176CCS_F0060704CCAM08316P3.CSV,316,316,Young_Point,38.1,5.7,3.3,0.82,0.45,0.13,7.6,3.4,0.5,18.6,4,1,8.9,2.4,0.8,6.9,2.2,0.6,1.64,0.65,0.23,0.15,0.54,0.08,82.59,3.51087,9.98E+13
CL5_425629367CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,46.1,5,2.1,0.88,0.47,0.06,8.3,3.4,0.9,19.9,4.2,0.5,9.6,2.5,0.5,5.8,1.9,0.8,2.29,0.62,0.28,0.67,0.73,0.14,93.59,2.26822,4.50E+14
CL5_425629444CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,48,4.9,1.3,0.99,0.49,0.05,11.3,3.5,0.7,20.6,4.3,0.4,7.1,2.1,0.7,4.2,1.5,0.6,2.57,0.61,0.32,0.66,0.72,0.18,95.32,2.26822,4.59E+14
CL5_425629510CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,41.9,5.2,1,0.95,0.48,0.03,6,3.2,0.4,21.9,4.5,0.2,14.9,3.3,1.3,2.8,1.2,0.6,1.9,0.64,0.11,0.35,0.61,0.06,90.69,2.26822,4.53E+14
CL5_425629576CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,43.9,5.1,1.2,1.38,0.58,0.07,8.1,3.4,0.2,21,4.4,0.7,5.5,1.9,0.5,6.1,2,0.5,2.39,0.61,0.15,0.66,0.72,0.07,88.97,2.26822,4.07E+14
CL5_425629695CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,41.9,5.2,0.6,1.59,0.64,0.12,8,3.4,0.5,21.8,4.4,0.7,4.9,1.8,0.7,3.4,1.3,0.4,2.53,0.61,0.16,0.71,0.74,0.1,84.86,2.26822,4.79E+14
CL5_425629761CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,43.5,5.1,0.6,1.2,0.54,0.13,9,3.5,0.5,21.1,4.4,0.8,6.3,2,0.6,5.7,1.9,0.8,2.27,0.62,0.22,0.69,0.74,0.09,89.79,2.26822,4.55E+14
CL5_425629969CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,43.6,5.1,0.7,0.92,0.48,0.08,8.2,3.4,0.8,22.2,4.5,0.5,9.7,2.6,0.7,4.6,1.6,1.1,2.1,0.62,0.21,0.47,0.65,0.08,91.84,2.27021,3.64E+14
CL5_425630046CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,38.1,5.7,1,0.83,0.46,0.04,4.5,3,0.9,21.6,4.4,0.3,17.9,3.6,1.7,2.1,1,0.6,1.41,0.64,0.19,0.3,0.59,0.06,86.79,2.27021,3.79E+14
CL5_425630166CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,41.9,5.2,1.7,1.36,0.58,0.08,6.7,3.3,0.5,21.7,4.4,0.6,9.9,2.6,0.9,3.8,1.4,0.6,2.05,0.63,0.11,0.55,0.68,0.06,87.98,2.27021,4.17E+14
CL5_425630391CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,42,5.2,0.6,1.03,0.5,0.04,6.9,3.3,0.8,21,4.4,0.3,13.7,3.1,1.3,3.3,1.2,0.2,2.18,0.62,0.16,0.48,0.65,0.03,90.56,2.28169,4.83E+14
CL5_425630468CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,45.3,5,1.4,0.87,0.47,0.03,10.4,3.5,1,20.7,4.3,0.5,8.9,2.4,0.4,4.6,1.6,0.2,2.84,0.62,0.15,0.67,0.73,0.13,94.25,2.28169,4.44E+14
CL5_425630534CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,46.1,5,0.8,1.15,0.53,0.17,11,3.5,0.5,21.2,4.4,0.2,6.3,2,0.7,4,1.4,0.6,2.98,0.62,0.15,0.9,0.82,0.1,93.65,2.28169,4.83E+14
CL5_425630655CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,47.4,4.9,2.3,0.8,0.45,0.03,9.4,3.5,1,19.1,4.1,1.2,8,2.3,0.8,5.9,2,0.3,3.11,0.63,0.33,0.91,0.83,0.15,94.76,2.28169,3.51E+14
CL5_425630721CCS_F0060704CCAM01317P3.CSV,317,317,Montaigne,48.3,4.9,0.9,1.11,0.52,0.11,8,3.4,1.2,20.3,4.3,0.6,9,2.4,0.9,5.1,1.7,0.5,2.74,0.61,0.22,0.5,0.66,0.05,95.07,2.28169,4.44E+14
